name,coordinates,borough,url
New York Falafel,"40.704273,-73.918716",Brooklyn,https://www.zabihah.com/biz/LvTEBmVUFl
David's Brisket House & Deli,"40.679092,-73.949333",Brooklyn,https://www.zabihah.com/biz/C1DjKyN9fw
Your House CafÃ©,"40.6343104,-74.0239418",Brooklyn,https://www.zabihah.com/biz/Ecs6RBv0xD
Halal International,"40.6843652,-73.9788458",Brooklyn,https://www.zabihah.com/biz/9JA3jkgmnS
Anatolian Gyro,"40.5874455,-73.9533035",Brooklyn,https://www.zabihah.com/biz/GKOwA7DOnK
Mis Grill,"40.6714753,-73.984691",Brooklyn,https://www.zabihah.com/biz/yi6QNX8GrM
Taheni Mediterranean Grill,"40.6773986,-73.9833839",Brooklyn,https://www.zabihah.com/biz/GMTwBc9FR2
Brooklyn Halal Grill,"40.6785742,-73.866771",Brooklyn,https://www.zabihah.com/biz/DPVfrT4IKs
Momo's Mediterranean Grill,"40.6794112,-73.8636546",Brooklyn,https://www.zabihah.com/biz/HrYyXl93Fl
Burger Box,"40.5936372,-73.9402846",Brooklyn,https://www.zabihah.com/biz/zuLbMiPmbk
My House Burgers & Shakes,"40.5865592956543,-73.9528045654297",Brooklyn,https://www.zabihah.com/biz/4unx37htae
Ali's Roti Shop,"40.680582,-73.95031",Brooklyn,https://www.zabihah.com/biz/lDVcfgWyeY
Gyro King,"40.6321406364441,-73.9671713858843",Brooklyn,https://www.zabihah.com/biz/x017RNZFTm
Pakiza,"40.632459,-73.96692",Brooklyn,https://www.zabihah.com/biz/IGyB8Rj1aS
Moon CafÃ©,"40.685702,-73.981677",Brooklyn,https://www.zabihah.com/biz/3RnqAlbU4n
CafÃ© Kashker,"40.577691,-73.955821",Brooklyn,https://www.zabihah.com/biz/OkghhMVKbJ
Pak Nasheman,"40.57883,-73.959688",Brooklyn,https://www.zabihah.com/biz/70ZcePXSgx
Curry Heights,"40.6936836242676,-73.9921569824219",Brooklyn,https://www.zabihah.com/biz/gkrd2zjAX6
King Falafel,"40.6320086,-74.0277747",Brooklyn,https://www.zabihah.com/biz/hnStfMuUXZ
The Soul Spot,"40.688194,-73.988895",Brooklyn,https://www.zabihah.com/biz/vsgizmleQB
Yemen CafÃ©,"40.694592,-73.990654",Brooklyn,https://www.zabihah.com/biz/8MTsvQ3fGu
China Pagoda,"40.6331289,-74.021443",Brooklyn,https://www.zabihah.com/biz/JBSlM18abf
SkyIce Sweet & Savory,"40.6806411743164,-73.9772872924805",Brooklyn,https://www.zabihah.com/biz/KopOcOa0Wf
No Pork Halal Kitchen,"40.6833167,-73.9793344",Brooklyn,https://www.zabihah.com/biz/BcDmda99NN
Taci's Beyti,"40.6095468,-73.9619691",Brooklyn,https://www.zabihah.com/biz/MPKui0m7mt
First Oasis,"40.6179576,-74.0305715",Brooklyn,https://www.zabihah.com/biz/3rJeIhVnMW
La Bella Pizza Express,"40.601897,-73.994243",Brooklyn,https://www.zabihah.com/biz/RZrCxe3NWu
Istanbul Restaurant,"40.583495,-73.951349",Brooklyn,https://www.zabihah.com/biz/BVeUDmGqzX
Al-Noor Halal Deli,"40.663333,-73.995415",Brooklyn,https://www.zabihah.com/biz/YaucBPpYSs
Abir Halal,"40.6808053,-73.9498549",Brooklyn,https://www.zabihah.com/biz/UhixRTd0DP
Jamal's Halal Restaurant & Bakery,"40.6786093,-73.9216938",Brooklyn,https://www.zabihah.com/biz/H6HQewEzQM
Joloff,"40.684151,-73.954076",Brooklyn,https://www.zabihah.com/biz/04bQPl2SIL
Kennedy Fried Chicken,"40.576734,-73.9817829",Brooklyn,https://www.zabihah.com/biz/2V0jvDRqHn
Punjab Grocery,"40.6310864,-73.9663453",Brooklyn,https://www.zabihah.com/biz/DZfg2ymNSd
Gourmet Sweets,"40.6305567,-73.9661876",Brooklyn,https://www.zabihah.com/biz/GStWwuuhqU
GÃ¼llÃ¼oÄlu CafÃ©,"40.6088256835938,-73.9617614746094",Brooklyn,https://www.zabihah.com/biz/ELKuUBweFw
KFC,"40.727434,-73.9447994",Brooklyn,https://www.zabihah.com/biz/3oZRHdZxBu
Shawarma Cart,"40.7037565,-73.918386",Brooklyn,https://www.zabihah.com/biz/VYjG5DbpyC
Halal Paradise Truck,"40.6839862,-73.9785823",Brooklyn,https://www.zabihah.com/biz/ryloslJ6Ds
Famous Turkish Gyro,"40.610753,-73.96214",Brooklyn,https://www.zabihah.com/biz/jSdRryCv4E
Gyro CafÃ©,"40.643152,-73.970207",Brooklyn,https://www.zabihah.com/biz/EeU18GjZU2
Abdullah Sweets & Restaurant,"40.6427709,-73.9799497",Brooklyn,https://www.zabihah.com/biz/ZiQJdn8zTB
Chicken Express,"40.6295072,-73.9665638",Brooklyn,https://www.zabihah.com/biz/HpXzTNfn8c
Kennedy Fried Chicken,"40.6397066,-74.0087599",Brooklyn,https://www.zabihah.com/biz/eIcIP8oW5a
CafÃ© Kashkar,"40.5778506,-73.9553251",Brooklyn,https://www.zabihah.com/biz/JuMXMegKH0
Crown Chicken & Biscuit,"40.643627,-73.901169",Brooklyn,https://www.zabihah.com/biz/dWYvXTaNPZ
Gandhi Fine Indian Cuisine,"40.6551301,-73.9563306",Brooklyn,https://www.zabihah.com/biz/vvhHY7eKM2
Crown Fried Chicken,"40.656132,-73.949869",Brooklyn,https://www.zabihah.com/biz/PsrUj439aQ
Bedawi CafÃ©,"40.658641,-73.982249",Brooklyn,https://www.zabihah.com/biz/Fl53ffjjzG
Halal Food Cart,"40.59034,-73.972089",Brooklyn,https://www.zabihah.com/biz/zVhNHZiUMA
Crown Fried Chicken,"40.680265,-73.947054",Brooklyn,https://www.zabihah.com/biz/9F3VJ50Mmv
Kennedy Fried Chicken,"40.638816,-73.948461",Brooklyn,https://www.zabihah.com/biz/mr9cLNDOMe
Halal Cart,"40.68040765821934,-73.95337142050266",Brooklyn,https://www.zabihah.com/biz/KPOMb6kd9Y
Crazy Fried Chicken,"40.699984,-73.907418",Brooklyn,https://www.zabihah.com/biz/dRIMpIG1SG
Sakman Deli & Grill,"40.635132,-74.023299",Brooklyn,https://www.zabihah.com/biz/WC2MrtK9O2
Damas Falafel House,"40.6932337,-73.9695311",Brooklyn,https://www.zabihah.com/biz/VHqdwZ8XEX
Kennedy Fried Chicken & Pizza,"40.67046,-73.928749",Brooklyn,https://www.zabihah.com/biz/8hbOEYJH0q
Al-Safa,"40.6257736,-74.0243273",Brooklyn,https://www.zabihah.com/biz/X68OgbhEsX
Shandar Sweets & Restaurant,"40.6409378051758,-73.9688873291016",Brooklyn,https://www.zabihah.com/biz/dsq9mgxiOQ
Mr. Falafel,"40.6703033447266,-73.9791030883789",Brooklyn,https://www.zabihah.com/biz/HKElM5sSrp
Fava Mediterranean Grill,"40.632868,-74.020995",Brooklyn,https://www.zabihah.com/biz/T6qbi3icUB
Halal Cart Food,"40.707095,-73.8972396",Brooklyn,https://www.zabihah.com/biz/dD0cBpTjAR
Shama ,"40.5813293457031,-73.9617156982422",Brooklyn,https://www.zabihah.com/biz/TaQAJelld5
Bombay Heights,"40.6881484985352,-73.9545516967773",Brooklyn,https://www.zabihah.com/biz/6PfczTzUtb
Nepalese Indian Restaurant,"40.7006416320801,-73.9037017822266",Brooklyn,https://www.zabihah.com/biz/iCCoqKzmAG
Agra Heights,"40.6980171203613,-73.9214706420898",Brooklyn,https://www.zabihah.com/biz/Y2Y7mnjzik
Hadramout,"40.68982,-73.993896",Brooklyn,https://www.zabihah.com/biz/wG95HEs2B0
Masal CafÃ© & Lounge,"40.5837785,-73.9490203",Brooklyn,https://www.zabihah.com/biz/ZYxrfYjUYQ
Baluchi's,"40.6733263,-73.9831495",Brooklyn,https://www.zabihah.com/biz/QwLSOQH2Dh
Taksim Square (II),"40.659976,-73.998948",Brooklyn,https://www.zabihah.com/biz/rgUILs4rf2
Halal Shish Kebab & Gyro,"40.6310987,-74.0222295",Brooklyn,https://www.zabihah.com/biz/t0wUzoLQGA
Kestane Kebab,"40.724056,-73.949349",Brooklyn,https://www.zabihah.com/biz/sR4QdPkI2S
Sido Gourmet,"40.6426963806152,-73.9999008178711",Brooklyn,https://www.zabihah.com/biz/c76Mkahzfr
Yemen Alsaeed CafÃ©,"40.631988,-74.021966",Brooklyn,https://www.zabihah.com/biz/ywgzSlN5t7
Yemen Cuisine,"40.689167,-73.9922689",Brooklyn,https://www.zabihah.com/biz/H59eZ7H4sv
Halal Restaurant Corp.,"40.6805734,-73.9541161",Brooklyn,https://www.zabihah.com/biz/OiyncmHATv
Aksaray Turkish CafÃ©,"40.6100263,-73.9576104",Brooklyn,https://www.zabihah.com/biz/YwLiBd3KvL
Meena House CafÃ©,"40.633642,-74.021502",Brooklyn,https://www.zabihah.com/biz/j8LqY0OCQc
Madina Restaurant & Sweets,"40.643568,-73.969814",Brooklyn,https://www.zabihah.com/biz/Alw3KwQ4oN
King of Tandoor,"40.631814,-74.02732",Brooklyn,https://www.zabihah.com/biz/ZTgXxzUdY8
King of Tandoor,"40.6588769,-73.960807",Brooklyn,https://www.zabihah.com/biz/dn5640dEnU
La Goulette ,"40.7147596,-73.961605",Brooklyn,https://www.zabihah.com/biz/XsHi7uwozq
Curry Heaven,"40.7112197875977,-73.9506454467773",Brooklyn,https://www.zabihah.com/biz/hD1YsIKTYA
Oasis of Greenpoint,"40.728948,-73.950182",Brooklyn,https://www.zabihah.com/biz/EUUX1Qx4Io
God Bless Deli,"40.7283382,-73.9532736",Brooklyn,https://www.zabihah.com/biz/5gXMynghmC
Nostrand Express Deli,"40.631739,-73.947875",Brooklyn,https://www.zabihah.com/biz/I2MEqoFLrj
Tripoli,"40.690043,-73.9946329",Brooklyn,https://www.zabihah.com/biz/MizRUSM2AO
Organic Halal Deli,"40.5767499,-74.00225",Brooklyn,https://www.zabihah.com/biz/qHJPKDIdUo
Rocca CafÃ© Lounge,"40.5834713,-73.9408444",Brooklyn,https://www.zabihah.com/biz/gbEET4Ox9C
Bushwick Pita Palace,"40.7075391,-73.9395933",Brooklyn,https://www.zabihah.com/biz/qPa7v6XsTI
Emir Palace,"40.631807,-73.9755799",Brooklyn,https://www.zabihah.com/biz/OTyvBDqN6h
Uzbechka,"40.610012,-73.983566",Brooklyn,https://www.zabihah.com/biz/4j0B8FAPGv
GÃ¼llÃ¼oglu Baklava CafÃ©,"40.5767059,-73.9660957",Brooklyn,https://www.zabihah.com/biz/UzLZgKtyi2
Deniz,"40.686565,-73.975703",Brooklyn,https://www.zabihah.com/biz/YeycEGO6u3
Buka,"40.6823661,-73.962986",Brooklyn,https://www.zabihah.com/biz/faYklcQSvi
CafÃ© Rue Dix,"40.6735081,-73.9537602",Brooklyn,https://www.zabihah.com/biz/x0r6X7klcg
Le Sajj,"40.624079927802086,-74.0247892588377",Brooklyn,https://www.zabihah.com/biz/cg1LpU4dcb
Crown Fried Chicken,"40.6358449,-73.9621982",Brooklyn,https://www.zabihah.com/biz/brjkSeO3L9
Kennedy Fried Chicken,"40.639424,-73.954933",Brooklyn,https://www.zabihah.com/biz/nVGoCfCZ7n
Bab Alhara,"40.6228962,-74.0288294",Brooklyn,https://www.zabihah.com/biz/wxME2CEZIy
Cocoa Grinder,"40.6229605,-74.0282844",Brooklyn,https://www.zabihah.com/biz/1w7YsK50Sl
Mumbai Place,"40.6771484,-73.9687141",Brooklyn,https://www.zabihah.com/biz/Dy90kfZg15
Lazzat,"40.601711,-74.00151",Brooklyn,https://www.zabihah.com/biz/347LqCyrcu
All About Indian Food,"40.70231,-73.936898",Brooklyn,https://www.zabihah.com/biz/8NeYi1TZ08
Chubby's Chicken & Burgers,"40.634188,-74.026353",Brooklyn,https://www.zabihah.com/biz/c7OredHMgo
Bombay Grill,"40.6223669,-74.031829",Brooklyn,https://www.zabihah.com/biz/tmHjT5eMcB
Mocha Mocha Coffee,"40.622738,-74.028715",Brooklyn,https://www.zabihah.com/biz/q4mFkZgViv
Keep It Halal,"40.6292657,-73.9662669",Brooklyn,https://www.zabihah.com/biz/0ofxZXCdKb
Agra King,"40.622162,-73.935937",Brooklyn,https://www.zabihah.com/biz/oreyp8JWfS
Clubs Gyro,"40.66339172422886,-73.9509641379118",Brooklyn,https://www.zabihah.com/biz/r8fpbiE36w
Istanbul Kitchen,"40.621105,-74.025032",Brooklyn,https://www.zabihah.com/biz/czKBpUGwVc
Crisp & Crunch,"40.6394387,-73.9549705",Brooklyn,https://www.zabihah.com/biz/bpiB6LwJXr
Safari,"40.8038583,-73.9535534",Brooklyn,https://www.zabihah.com/biz/pDKs6MzyUO
CafÃ© Dushanbe,"40.5839958190918,-73.95101928710938",Brooklyn,https://www.zabihah.com/biz/MrpWEeiXfD
Azerbaijan House,"40.58754348754883,-73.95549011230469",Brooklyn,https://www.zabihah.com/biz/Ypv7y5EisH
Crown Fried Chicken,"40.63418045639992,-73.95006291568279",Brooklyn,https://www.zabihah.com/biz/SD62CRGwrW
Atomic Wings,"40.654914,-73.9612171",Brooklyn,https://www.zabihah.com/biz/b6p9q1iVst
Kennedy Fried Chicken,"40.64524841308594,-73.94930267333984",Brooklyn,https://www.zabihah.com/biz/MIBwXgTWM6
Palace on Fulton,"40.6787649,-73.924062",Brooklyn,https://www.zabihah.com/biz/kRKPuxF7pv
Gusho Healthy Choice,"40.6797345,-73.9291398",Brooklyn,https://www.zabihah.com/biz/nISftJdozO
US Fried Chicken & Pizza,"40.6571097,-73.9502599",Brooklyn,https://www.zabihah.com/biz/lRyJQIUPtH
BK JANI,"40.701959,-73.924409",Brooklyn,https://www.zabihah.com/biz/rcXuJYJ9SN
Harway Pizza Gyro Falafel,"40.5876534,-73.9838524",Brooklyn,https://www.zabihah.com/biz/aZLSXbE3NY
Sultan,"40.6902126,-73.99508",Brooklyn,https://www.zabihah.com/biz/nV1maW3TCM
Gyro Mania,"40.5990025,-73.9979668",Brooklyn,https://www.zabihah.com/biz/4oL4Oa6btT
Anarkali,"40.647486,-73.9685783",Brooklyn,https://www.zabihah.com/biz/aeFW0gWzMW
NY Fried Chicken & Pizza,"40.6502533,-73.9555187",Brooklyn,https://www.zabihah.com/biz/wtKTuzEkZ4
Sal's Restaurant,"40.6702664,-73.9583953",Brooklyn,https://www.zabihah.com/biz/6LXCLVtoPP
Motin Spices & Sweets,"40.6792101,-73.8645973",Brooklyn,https://www.zabihah.com/biz/jz25BIA6IK
Kennedy Fried Chicken & Pizza,"40.5924589,-73.978076",Brooklyn,https://www.zabihah.com/biz/tpBIyyPR9d
Darna Falafel,"40.6870876,-73.993931",Brooklyn,https://www.zabihah.com/biz/7e9w0gOeTQ
Hadi,"40.640831,-73.9688369",Brooklyn,https://www.zabihah.com/biz/50TutBbjDd
Mazeish Grill,"40.719281,-73.986476",Brooklyn,https://www.zabihah.com/biz/12LUoxWG3u
Le Baobab Gouygi 2,"40.6807598,-73.9520965",Brooklyn,https://www.zabihah.com/biz/puKxHfeeXF
Krown Fried Chicken,"40.6407298,-73.9483445",Brooklyn,https://www.zabihah.com/biz/sLn9Zda7Nv
Cortelyou Bazaar,"40.6381151,-73.9768848",Brooklyn,https://www.zabihah.com/biz/ls8XBphkt9
Bombay Xpress,"40.6929024,-73.9366997",Brooklyn,https://www.zabihah.com/biz/pvho5dY9c1
Taj Masala,"40.684379,-73.929667",Brooklyn,https://www.zabihah.com/biz/3oe9uVIEhw
Pita Pan,"40.6720033,-73.9771147",Brooklyn,https://www.zabihah.com/biz/KnP9ZBASou
Lahori Chilli,"40.632453,-73.967181",Brooklyn,https://www.zabihah.com/biz/Q6ELZuz4Oj
The Halal Spot,"40.6932336,-73.9663152",Brooklyn,https://www.zabihah.com/biz/5uufT6LVoI
Dixie Chicken & Grill ,"40.6293792,-74.0229344",Brooklyn,https://www.zabihah.com/biz/xhK6C8WrQd
KFC,"40.6442097,-73.9705449",Brooklyn,https://www.zabihah.com/biz/q9oOcoK4DH
H&W Gourmet Deli,"40.6512839,-73.9449659",Brooklyn,https://www.zabihah.com/biz/X2ZXZhRT2R
Efes CafÃ© & Bakery,"40.5778981,-73.961479",Brooklyn,https://www.zabihah.com/biz/JaNz4rXMWO
M&S Deli & Grocery,"40.6554992,-73.9502298",Brooklyn,https://www.zabihah.com/biz/pA5ZGRN0UK
Tutt CafÃ©,"40.7002023,-73.9932799",Brooklyn,https://www.zabihah.com/biz/cnvHfJktSp
Texas Chicken & Burgers,"40.6500097,-73.9608009",Brooklyn,https://www.zabihah.com/biz/A9U0Rbj09e
Crown Fried Chicken,"40.6507762,-73.9453556",Brooklyn,https://www.zabihah.com/biz/q0Dk7aRdrE
Zatar CafÃ© Bistro,"40.698,-73.9245856",Brooklyn,https://www.zabihah.com/biz/Z6mwcP6vYB
Mandela Halal Buffet,"40.670099,-73.9363336",Brooklyn,https://www.zabihah.com/biz/7FifmDFo0u
My House Burgers & Shakes,"40.5908457,-73.9694465",Brooklyn,https://www.zabihah.com/biz/jsHoMCTVbp
DÃ¶ner Kebab NYC,"40.6920744,-73.9875789",Brooklyn,https://www.zabihah.com/biz/tzTFSbUauD
Grill Hut,"40.6838129,-73.9676444",Brooklyn,https://www.zabihah.com/biz/9CaLK2MIei
Old Baku,"40.6358404,-73.9775048",Brooklyn,https://www.zabihah.com/biz/cGEpYZRaye
Habib 1 Deli,"40.658003,-73.960068",Brooklyn,https://www.zabihah.com/biz/G7e0RAcK9D
Kusharista,"40.6209667,-74.0258534",Brooklyn,https://www.zabihah.com/biz/jxeylsL8aw
Bab Marrakech,"40.6304933,-74.0219219",Brooklyn,https://www.zabihah.com/biz/R3NJsLqlO8
Halal Xpress,"40.6130525,-73.9968338",Brooklyn,https://www.zabihah.com/biz/Hp1h5P4LQr
Burgerim,"40.6209667,-74.0258534",Brooklyn,https://www.zabihah.com/biz/1nwAvETSuD
3 Guys Gyro,"40.706266,-73.9432261",Brooklyn,https://www.zabihah.com/biz/0Ql1oA96w6
Istanblue Kings,"40.6042113,-73.9742563",Brooklyn,https://www.zabihah.com/biz/9F8hbvLgG0
Liman,"40.5835256,-73.9411485",Brooklyn,https://www.zabihah.com/biz/Sl9eVLW4zy
Tava,"40.6731566,-73.98329",Brooklyn,https://www.zabihah.com/biz/3Re9nAZ4tw
Jasper Kane CafÃ©,"40.6942793,-73.9864981",Brooklyn,https://www.zabihah.com/biz/oxIuhBVsRv
Cava Grill,"40.6926226,-73.9884258",Brooklyn,https://www.zabihah.com/biz/uyJGAGWDOp
Cocoa Grinder,"40.7016576,-73.9228243",Brooklyn,https://www.zabihah.com/biz/jVUeo1rvOX
Seed,"40.6755084,-73.9813116",Brooklyn,https://www.zabihah.com/biz/lMp7ysvdIy
Hills Kitchen,"40.7024548,-73.9251666",Brooklyn,https://www.zabihah.com/biz/VBl0EWDTrh
Ata,"40.6838129,-73.9676444",Brooklyn,https://www.zabihah.com/biz/w8dsOAjnTu
Asaba Kitchen,"40.6826088,-73.9149247",Brooklyn,https://www.zabihah.com/biz/m40bDMUjsg
India House,"40.6787135,-73.9498726",Brooklyn,https://www.zabihah.com/biz/Y758E08SiH
Texas Chicken & Burgers,"40.6786392,-73.9494617",Brooklyn,https://www.zabihah.com/biz/mm6ciWMAk1
Sakib,"40.7119891,-73.9626715",Brooklyn,https://www.zabihah.com/biz/J2WR2qESrA
Papa's Halal Crispy Chicken & Gyros,"40.6562397,-73.908518",Brooklyn,https://www.zabihah.com/biz/51rWCE8yCV
Mezbani Sweets & Restaurant,"40.6426041,-73.9791628",Brooklyn,https://www.zabihah.com/biz/yCtxlz7YEI
Punjab Restaurant,"40.64059,-73.968982",Brooklyn,https://www.zabihah.com/biz/WDzQYl7gho
Istanbul Fast Food,"40.601685,-73.993761",Brooklyn,https://www.zabihah.com/biz/gCr3QaoqFb
Papa's Halal Fried Chicken & Pizza,"40.6322919,-73.967024",Brooklyn,https://www.zabihah.com/biz/RLVbw0jLDD
Bismillah Kabab & Curry,"40.679068,-73.864979",Brooklyn,https://www.zabihah.com/biz/yxsANjdOIA
Blue Nile West Indian,"40.65819,-73.960321",Brooklyn,https://www.zabihah.com/biz/8jKm12JWzt
Affy's Premium Grill,"40.6108618,-73.9623065",Brooklyn,https://www.zabihah.com/biz/AfPECixKnE
Karam Restaurant,"40.6229992,-74.0282464",Brooklyn,https://www.zabihah.com/biz/ixtKF0Xqm1
Man'ouche,"40.627718,-74.023096",Brooklyn,https://www.zabihah.com/biz/6fKQINEnz0
Grill N Dine,"40.6382579,-73.9686838",Brooklyn,https://www.zabihah.com/biz/JTTkPyCrVh
Hazar Turkish Kebab,"40.631186,-74.022212",Brooklyn,https://www.zabihah.com/biz/OsprvTeFXW
Tanoreen,"40.629945,-74.028532",Brooklyn,https://www.zabihah.com/biz/DCcNgqNcqm
Pizza Chef,"40.6798704,-73.9403952",Brooklyn,https://www.zabihah.com/biz/DrubSiSThg
Bosna Express,"40.7048,-73.9024164",Brooklyn,https://www.zabihah.com/biz/yMli5KfwVW
Kabob Shack,"40.7107319,-73.9582523",Brooklyn,https://www.zabihah.com/biz/yKhuPLrFk2
Skyway Restaurant & Kabab House,"40.600643,-74.0007675",Brooklyn,https://www.zabihah.com/biz/nCOo1Ndglc
Kebab Garden,"40.575963,-73.981059",Brooklyn,https://www.zabihah.com/biz/5z3gPzlKhp
Bukhari,"40.630903,-73.965993",Brooklyn,https://www.zabihah.com/biz/cE7GqmNuht
Bahar Masala,"40.633409,-73.967438",Brooklyn,https://www.zabihah.com/biz/eoaesoZzgJ
Memo Shishkebob,"40.6103182,-73.9548778",Brooklyn,https://www.zabihah.com/biz/Ej5uorqg4p
New Texas Fried Chicken,"40.700277,-73.906497",Brooklyn,https://www.zabihah.com/biz/4foiHACQp7
Nablus Sweets & Pastries,"40.6340825,-74.0207785",Brooklyn,https://www.zabihah.com/biz/MsP5vL2lNa
The Bahche,"40.6732078,-73.9904822",Brooklyn,https://www.zabihah.com/biz/Pxa7AVXYU8
Lasiaf Taco & Lounge,"40.61229,-73.9257922",Brooklyn,https://www.zabihah.com/biz/BMXItdVnje
Al-Sham Sweets & Pastries,"40.7685066,-73.9112051",Queens,https://www.zabihah.com/biz/DkKtzhzpCK
Duzan Mediterranean Grill,"40.774463,-73.919296",Queens,https://www.zabihah.com/biz/aANIB7ne1z
El Souk,"40.765797,-73.913089",Queens,https://www.zabihah.com/biz/Tygn6SB2V2
Teal,"40.7712184,-73.9080305",Queens,https://www.zabihah.com/biz/WppH2Pv8Yb
One Stop Pizza & Restaurant,"40.7574759,-73.9315856",Queens,https://www.zabihah.com/biz/2hNdqqKkoe
Alfarha Deli,"40.7671711,-73.9125016",Queens,https://www.zabihah.com/biz/QDyrt2goWd
C-Town Supermarket,"40.7068927,-73.8059363",Queens,https://www.zabihah.com/biz/TYZZWzXxiQ
On The Nile CafÃ©,"40.7556716,-73.9277477",Queens,https://www.zabihah.com/biz/rJ7sqL4Q6o
Taci's,"40.710562,-73.850354",Queens,https://www.zabihah.com/biz/6yBkoLUx6O
El-Omda,"40.7674644,-73.9181613",Queens,https://www.zabihah.com/biz/rWmncgiZ9F
Xhale Hookah Lounge,"40.7208812,-73.8464557",Queens,https://www.zabihah.com/biz/pRn5JQjZRa
Shawarmania,"40.7749823480844,-73.9120097458363",Queens,https://www.zabihah.com/biz/qq4Fg9cvK2
Shah's Halal Food,"40.7107099145651,-73.7930396944284",Queens,https://www.zabihah.com/biz/KbveMoSpE9
54th Street Halal Express Deli,"40.5927314,-73.7841695",Queens,https://www.zabihah.com/biz/aJDeBzkUpK
Uma's,"40.5861159,-73.815624",Queens,https://www.zabihah.com/biz/walMmdU9Rg
Turkish Grill,"40.74378423392773,-73.92218068242073",Queens,https://www.zabihah.com/biz/QmYqlCqgkh
Kennedy Deli,"40.6662602,-73.7791751",Queens,https://www.zabihah.com/biz/JQKlbtfEVq
Khyber Kabab ,"40.69768846035004,-73.83600667119026",Queens,https://www.zabihah.com/biz/IZOMh8gzKx
Singas Famous Pizza,"40.9826044,-73.8265533",Queens,https://www.zabihah.com/biz/jNxbrw0qmJ
Texas Chicken & Burgers,"40.7366982,-73.7121228",Queens,https://www.zabihah.com/biz/DFOgzaANkC
Pamir Kabab House & Grill,"40.7299197,-73.8151748",Queens,https://www.zabihah.com/biz/dBca5DwQDU
Dhanshiri,"40.7108279,-73.7920135",Queens,https://www.zabihah.com/biz/vO8K4YQolN
Madina Halal,"40.750112,-73.89848",Queens,https://www.zabihah.com/biz/gHQPh9CkCc
Truva CafÃ© & Grill,"40.7750641,-73.9116188",Queens,https://www.zabihah.com/biz/f5Gmp8TknD
Samis Kabab House,"40.7584954,-73.9331222",Queens,https://www.zabihah.com/biz/O4E0rqPe9Y
Kebab Empire,"40.7593211,-73.8290528",Queens,https://www.zabihah.com/biz/0hM1B6RnMB
Platinum Hookah Lounge & CafÃ©,"40.6740154,-73.8003075",Queens,https://www.zabihah.com/biz/c1Wsyh4bFG
Bakhter Halal Kabab,"40.7332144,-73.7947442",Queens,https://www.zabihah.com/biz/NHftROIdIB
Addy's BBQ,"40.7617157,-73.9170409",Queens,https://www.zabihah.com/biz/AN610sedCG
Halalbee's,"40.7134136,-73.7795649",Queens,https://www.zabihah.com/biz/2OPHJr7tE7
Aria Kabab,"40.727566,-73.813313",Queens,https://www.zabihah.com/biz/gvKvZ9kQPd
KFC,"40.762838,-73.915873",Queens,https://www.zabihah.com/biz/KC1Ad0q3Ol
Munch,"40.7208839,-73.8461877",Queens,https://www.zabihah.com/biz/JCAIiAzj9A
Darbar's Chicken & Ribs,"40.6886781,-73.8179253",Queens,https://www.zabihah.com/biz/jo2l8ROGQY
Kennedy Fried Chicken,"40.7111202,-73.7918675",Queens,https://www.zabihah.com/biz/nguupzvnYN
Fatima's Halal Kitchen,"40.7631286,-73.9275423",Queens,https://www.zabihah.com/biz/C9agH2gTS9
Carifesta,"40.6886964,-73.8178694",Queens,https://www.zabihah.com/biz/V4lLhRYfZF
Tokyo Hibachi Steak House & Sushi,"40.7397962,-73.7894833",Queens,https://www.zabihah.com/biz/L009wxkVfJ
Nur Thai,"40.72363615036011,-73.86878527700901",Queens,https://www.zabihah.com/biz/xlFu18JlVm
Halal Kitchen,"40.714656,-73.774853",Queens,https://www.zabihah.com/biz/bNoYU1ve5r
Crown Fried Chicken,"40.7135721,-73.7799005",Queens,https://www.zabihah.com/biz/yf4e7Jp6im
Balkh Shish Kabab House,"40.774161,-73.913347",Queens,https://www.zabihah.com/biz/gZ5GE09Rph
Upi Jaya,"40.743224,-73.8886552",Queens,https://www.zabihah.com/biz/smiJH48xf5
Sarajevo Fast Foods,"40.75201,-73.930159",Queens,https://www.zabihah.com/biz/Lb3evxm53V
Firdos Grill & CafÃ©,"40.767225,-73.912076",Queens,https://www.zabihah.com/biz/OfxEL4bt7Y
Halal Sandwich Shop,"40.766305,-73.912679",Queens,https://www.zabihah.com/biz/3Hu4NxTMQh
Marhabah Halal,"40.688953,-73.816846",Queens,https://www.zabihah.com/biz/Rc2MBDoYe0
Halal Kitchen (II),"40.72779,-73.891674",Queens,https://www.zabihah.com/biz/0kSkXafzSA
Bakhtar Afghan Halal Kababs,"40.7331182,-73.7945027",Queens,https://www.zabihah.com/biz/I9kCqwHtZo
Halal Dynasty,"40.712031,-73.789384",Queens,https://www.zabihah.com/biz/qTdUmzi9bw
Istanbul Restaurant,"40.73071,-73.863852",Queens,https://www.zabihah.com/biz/ojDL29v01a
Starlight Grill,"40.764923,-73.8888",Queens,https://www.zabihah.com/biz/SPdn3oUGNA
Choopan Kabab,"40.751846,-73.826353",Queens,https://www.zabihah.com/biz/3czzsoieFT
Kabab Diner,"40.674635,-73.804479",Queens,https://www.zabihah.com/biz/hPXdysykRj
Little Morocco,"40.768057,-73.911516",Queens,https://www.zabihah.com/biz/o8EnWLjYIH
